"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"SAMEA2630423"	"Extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-39"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	"RP 18"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"100-1000"	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-39-2pos_1-D,3_01_24270"	"LTI225-39-2pos_1-D,3_01_24270.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630423"	"Extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-39"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	"RP 18"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"100-1000"	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-39-3pos_1-E,6_01_24281"	"LTI225-39-3pos_1-E,6_01_24281.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630422"	"Extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-51"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	"RP 18"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"100-1000"	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-51-1pos_1-D,1_01_24578"	"LTI225-51-1pos_1-D,1_01_24578.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630422"	"Extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-51"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	"RP 18"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"100-1000"	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-51-2pos_1-C,4_01_24572"	"LTI225-51-2pos_1-C,4_01_24572.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630422"	"Extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-51"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	"RP 18"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"100-1000"	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-51-3pos_2-B,2_01_24664"	"LTI225-51-3pos_2-B,2_01_24664.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630395"	"Extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-63"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	"RP 18"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"100-1000"	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-63-1pos_1-F,7_01_24600"	"LTI225-63-1pos_1-F,7_01_24600.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630395"	"Extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-63"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	"RP 18"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"100-1000"	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-63-2pos_1-B,2_01_24508"	"LTI225-63-2pos_1-B,2_01_24508.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630395"	"Extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-63"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	"RP 18"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"100-1000"	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-63-3pos_1-A,6_01_24504"	"LTI225-63-3pos_1-A,6_01_24504.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630366"	"Extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-09"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	"RP 18"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"100-1000"	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-09-1pos_1-D,8_01_24275"	"LTI225-09-1pos_1-D,8_01_24275.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630366"	"Extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-09"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	"RP 18"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"100-1000"	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-09-2pos_1-E,4_01_24279"	"LTI225-09-2pos_1-E,4_01_24279.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630366"	"Extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-09"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	"RP 18"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"100-1000"	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-09-3pos_1-F,2_01_24285"	"LTI225-09-3pos_1-F,2_01_24285.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630414"	"Extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-21"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	"RP 18"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"100-1000"	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-21-1pos_1-D,7_01_24428"	"LTI225-21-1pos_1-D,7_01_24428.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630414"	"Extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-21"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	"RP 18"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"100-1000"	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-21-2pos_1-F,7_01_24445"	"LTI225-21-2pos_1-F,7_01_24445.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630414"	"Extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-21"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	"RP 18"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"100-1000"	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-21-3pos_1-D,3_01_24424"	"LTI225-21-3pos_1-D,3_01_24424.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630380"	"Extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-33"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	"RP 18"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"100-1000"	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-33-1pos_1-C,7_01_24419"	"LTI225-33-1pos_1-C,7_01_24419.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630380"	"Extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-33"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	"RP 18"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"100-1000"	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-33-2pos_1-A,3_01_24399"	"LTI225-33-2pos_1-A,3_01_24399.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630380"	"Extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-33"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	"RP 18"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"100-1000"	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-33-3pos_1-C,4_01_24416"	"LTI225-33-3pos_1-C,4_01_24416.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630417"	"Extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-45"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	"RP 18"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"100-1000"	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-45-1pos_1-B,8_01_24357"	"LTI225-45-1pos_1-B,8_01_24357.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630417"	"Extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-45"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	"RP 18"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"100-1000"	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-45-2pos_1-B,2_01_24351"	"LTI225-45-2pos_1-B,2_01_24351.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630417"	"Extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-45"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	"RP 18"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"100-1000"	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-45-3pos_1-C,4_01_24361"	"LTI225-45-3pos_1-C,4_01_24361.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630408"	"Extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-57"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	"RP 18"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"100-1000"	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-57-1pos_1-D,8_01_24585"	"LTI225-57-1pos_1-D,8_01_24585.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630408"	"Extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-57"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	"RP 18"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"100-1000"	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-57-2pos_2-A,3_01_24657"	"LTI225-57-2pos_2-A,3_01_24657.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630408"	"Extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-57"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	"RP 18"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"100-1000"	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-57-3pos_1-E,8_01_24593"	"LTI225-57-3pos_1-E,8_01_24593.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630364"	"Extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-69"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	"RP 18"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"100-1000"	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-69-1pos_1-D,6_01_24583"	"LTI225-69-1pos_1-D,6_01_24583.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630364"	"Extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-69"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	"RP 18"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"100-1000"	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-69-2pos_1-F,5_01_24598"	"LTI225-69-2pos_1-F,5_01_24598.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
